"cluster_label","date","time","area","country","latitude","longitude","elevation","temperature","relative_humidity","cloud_cover","precipitation","tag"
"33","2025-05-26","00:11:11","Region Metropolitana","Chile","-33.40372","-70.789652","0","26.5","78.71044","100","0","airport"
"34","2025-05-25","22:49:27","Region Metropolitana","Chile","-33.4013671875","-70.79471954427906","0","26.5","79.43055","97","0","store"
"44","2025-08-12","00:52:29","Galapagos Province","Ecuador","-0.9546170952560258","-90.96591131626494","7","29.1135","60.57594","87","0","night_club"
"47","2025-07-04","21:49:47","Jujuy","Argentina","-24.1990577","-65.3118101","39","22.432","91.2388","100","0","lodging"
"59","2025-04-25","06:01:09","Zhe Jiang Sheng","China","30.235015869140625","120.4254002260629","129","20.6745","77.373634","22","0","airport"
"66","2025-08-03","14:05:53","Guayas","Ecuador","-2.1496377","-79.8843098","7","31.8635","42.795937","15","0","airport"
"67","2025-08-03","12:53:56","Guayas","Ecuador","-2.1484845","-79.8844097","7","32.163498","43.692886","10","0","lawyer"
"69","2025-09-02","18:29:45","Puno","Peru","-15.470506","-70.156227","46","34.932503","16.442198","34","0","airport"
"70","2025-09-02","17:35:37","Puno","Peru","-15.4706265","-70.1562183","46","33.432503","19.683462","59","0","airport"
"75","2025-04-25","06:46:02","Zhejiang","China","30.23621467401618","120.41895700699554","129","20.6745","77.373634","22","0","airport"
"76","2025-04-25","06:40:55","Zhejiang","China","30.235053756536335","120.4190077134592","129","20.6745","77.373634","22","0","airport"
"81","2025-05-13","07:40:50","Queensland","Australia","-16.9233733","145.772051","165","23.578","77.08566","100","0","finance"
"84","2024-11-14","15:00:29","California","United States","37.8037865","-122.2716283","205","8.5155","60.547287","100","0","transit_station"
"88","2025-08-27","23:22:44","Cuzco","Peru","-13.153871986631415","-72.52373891233017","1146","14.2875","57.61621","84","0","lodging"
"90","2025-07-24","10:56:14","Antioquia","Colombia","6.16995939481182","-75.42862057612105","56","24.6495","91.9312","100","0","airport"
"91","2025-07-24","11:07:30","Antioquia","Colombia","6.1700906","-75.4287696","56","24.6495","91.9312","100","0","airport"
"95","2025-05-12","17:06:39","Bali","Indonesia","-8.7452126","115.1775798","165","25.878","65.73924","85","0.1","airport"
"97","2025-05-17","02:41:36","New South Wales","Australia","-34.29608154296875","150.61829133333333","53","26.306","67.27467","91","0","parking"
"99","2025-03-18","03:16:19","California","United States","33.83416277208907","-117.87587101339888","1004","13.834001","85.73008","0","0","general_contractor"
"101","2025-09-10","20:54:55","Ica","Peru","-14.064158008062504","-75.73380372254356","419","24.6935","34.848114","0","0","lodging"
"104","2025-08-27","09:46:18","Cuzco","Peru","-13.153630386975696","-72.52346664411264","1146","14.7875","69.151535","100","0","lodging"
"105","2025-03-26","02:53:36","Miyazaki","Japan","32.7099974","131.3070665","403","19.387999","68.477005","1","0","food"
"106","2025-03-26","02:01:04","Miyazaki","Japan","32.7035327","131.3010684","403","19.387999","68.477005","1","0","parking"
"110","2025-03-13","20:58:36","California","United States","33.8745661","-117.9243568","334","25.816","53.692528","93","0","health"
"111","2025-08-12","00:33:51","Galapagos Province","Ecuador","-0.9574211108862596","-90.96721027167118","7","28.7635","51.767223","98","0","food"
"116","2025-07-21","20:55:40","Risaralda","Colombia","4.815573426058205","-75.73775572392168","38","30.7635","55.94824","100","0","airport"
"117","2025-03-29","06:59:32","Hiroshima","Japan","34.3996027","132.4740175","403","15.538","84.513245","0","0","parking"
"120","2024-11-15","08:33:12","Incheon","South Korea","37.447596","126.45062","205","3.5655","97.90654","0","0","transit_station"
"121","2024-11-15","08:54:26","Incheon","South Korea","37.448773","126.452744","205","3.5655","97.90654","0","0","lodging"
"126","2025-03-19","06:17:27","California","United States","33.940097","-118.410636","1004","19.284","66.91029","91","0","airport"
"130","2025-09-08","13:41:58","Ancash","Peru","-9.348294","-77.599205","46","35.7825","14.231566","65","0","transit_station"
"131","2025-09-02","21:12:53","Callao","Peru","-12.0418983","-77.10988","46","34.932503","16.442198","34","0","airport"
"136","2025-07-15","23:04:25","Bolivar","Colombia","10.424114","-75.551346","37","23.720001","97.02958","100","0","lodging"
"139","2025-05-12","04:54:52",NULL,"Singapore","1.3440702","103.9689978","7","25.327002","67.70893","100","0","university"
"140","2025-05-12","17:23:59","Bali","Indonesia","-8.7447286","115.1689494","165","25.778","65.105446","72","0","airport"
"145","2025-07-17","18:54:00","Bolivar","Colombia","10.445173517106271","-75.51641482904165","38","31.2635","57.632496","100","0","store"
"146","2025-07-17","19:18:17","Bolivar","Colombia","10.445136","-75.516277","38","30.7635","55.94824","100","0","grocery_or_supermarket"
"148","2025-07-14","13:52:26","Mendoza","Argentina","-32.827191936331246","-68.7982264077066","37","24.87","97.34574","100","0.1","airport"
"149","2025-07-14","14:10:32","Mendoza","Argentina","-32.827395","-68.798217","37","24.62","97.34084","100","0","transit_station"
"150","2025-04-14","01:18:27","Shizuoka","Japan","35.286887","138.9538455","129","27.124498","48.4737","57","0","lodging"
"152","2025-03-27","09:39:55","Oita","Japan","33.2836975","131.5042845","403","19.387999","68.477005","1","0","political"
"163","2025-08-03","22:50:53","Islas Galapagos","Ecuador","-0.9024781006077128","-89.61231156326761","7","31.8635","42.795937","15","0","park"
"164","2025-08-03","10:49:39","Pichincha","Ecuador","-0.1256614","-78.359694","56","26.6495","81.89108","100","0","airport"
"167","2025-07-23","00:24:50","Antioquia","Colombia","6.208613088534895","-75.56891575644839","38","24.1135","96.45514","100","0","night_club"
"171","2025-04-28","12:53:11",NULL,"Macao","22.20183052812308","113.5771480216437","66","29.114","65.99969","94","0","transit_station"
"174","2024-12-30","13:47:31","Samut Prakan","Thailand","13.692683","100.755331","174","10.117","74.90765","82","0","airport"
"183","2025-09-03","10:02:57","Callao","Peru","-12.023014","-77.107119","46","35.8325","16.53189","15","0","lodging"
"185","2025-05-25","19:14:53","Region Metropolitana","Chile","-33.403472900390625","-70.79567035478908","0","26.5","79.43055","97","0","airport"
"189","2025-05-01","11:30:09","Taipei City","Taiwan","25.050073","121.576669","66","23.814001","86.97448","64","0","food"
"191","2025-05-02","21:06:58","Selangor","Malaysia","2.736822","101.684551","8","27.3705","73.300995","100","0.1","airport"
"193","2025-02-02","06:52:15","Uttar Pradesh","India","27.63737926275642","77.73590292436431","0","3.6","66.79788","33","0","food"
"196","2025-03-19","05:40:27","California","United States","33.942101","-118.410194","1004","17.934","72.09719","46","0","store"
"198","2025-07-30","21:46:07","Pichincha","Ecuador","-0.1974554041442002","-78.48897091910484","56","22.8495","94.09933","100","0.1","bar"
"199","2025-09-03","12:08:06","Callao","Peru","-12.0280455","-77.1175173","37","24.37","96.75244","100","0","transit_station"
"200","2025-05-25","19:36:41","Region Metropolitana","Chile","-33.40346781263724","-70.79563854596496","0","26.5","79.43055","97","0","airport"
"201","2025-05-25","19:54:28","Region Metropolitana","Chile","-33.40347442340387","-70.79563282917208","0","26.95","80.7018","43","0","airport"
"202","2025-04-12","09:44:21","Yamanashi","Japan","35.486016","138.787193","691","16.9045","64.018425","0","0","food"
"203","2025-03-29","02:48:52","Hiroshima","Japan","34.3941650390625","132.45499982801985","403","15.088","78.04004","35","0","political"
"204","2025-05-02","03:32:18","Taipei City","Taiwan","25.034840546244453","121.51690802821004","66","23.664","87.22755","74","0","park"
"209","2025-05-02","21:25:13","Selangor","Malaysia","2.7394649125813992","101.6886018816432","8","27.820501","71.39704","89","0","airport"
"213","2025-02-05","05:49:28","Delhi","India","28.55475358379622","77.08591293485657","31","7.3859997","87.74193","90","0","bus_station"
"214","2025-02-05","06:13:53","Delhi","India","28.55583232380917","77.0851938097803","31","6.936","92.70583","45","0","transit_station"
"215","2025-02-05","06:41:40","Delhi","India","28.55909367335497","77.08353909091291","31","6.936","92.70583","45","0","food"
"225","2025-07-24","17:03:57","Pichincha","Ecuador","-0.1242241110592093","-78.35950221933702","56","26.6495","81.89108","100","0","airport"
"226","2025-08-15","21:23:44","Pichincha","Ecuador","-0.1237842148534193","-78.35932237950576","62","33.146","37.20823","10","0","store"
"227","2025-08-02","14:33:23","Pichincha","Ecuador","-0.0523852347103578","-78.7754248941687","7","32.163498","43.692886","10","0","restaurant"
"228","2025-08-02","15:02:13","Pichincha","Ecuador","-0.052391","-78.775455","7","32.163498","43.692886","10","0","food"
"229","2025-09-03","10:19:47","Callao","Peru","-12.030524","-77.115943","37","23.87","98.21034","100","0","airport"
"230","2025-05-25","22:19:01","Region Metropolitana","Chile","-33.4034423828125","-70.7956158480119","0","26.95","80.7018","43","0","airport"
"231","2025-05-25","19:39:30","Region Metropolitana","Chile","-33.4034423828125","-70.79563854596496","0","26.5","79.43055","97","0","airport"
"232","2025-05-25","20:10:42","Region Metropolitana","Chile","-33.40345637630753","-70.79562037639941","0","26.9","82.91441","61","0","airport"
"233","2025-05-25","22:27:45","Region Metropolitana","Chile","-33.40345483142471","-70.7956158480119","0","26.95","83.42032","80","0","airport"
"256","2024-11-11","11:30:39","Illinois","United States","41.97902172609447","-87.90690677042406","205","19.115501","66.22172","100","0.1","atm"
"257","2024-11-11","12:15:27","Illinois","United States","41.980045","-87.908678","205","18.9655","67.725006","100","0","airport"
"260","2025-07-28","19:23:42","Pichincha","Ecuador","-0.1682150959402732","-78.47544183814956","7","24.813501","75.85451","71","0","store"
"263","2025-04-12","08:05:23","Yamanashi","Japan","35.498468","138.768738","691","17.9045","67.06375","0","0","lodging"
"264","2025-04-12","04:38:23","Yamanashi","Japan","35.510607","138.755053","691","16.9045","68.42781","0","0","restaurant"
"265","2024-11-19","11:15:04","Seoul","South Korea","37.498043","127.03619","205","8.065499","72.2249","100","0","transit_station"
"270","2025-01-03","03:23:20","Chiang Mai","Thailand","18.588790893554688","98.4873393188367","194","7.6974998","86.563545","36","0","cemetery"
"281","2025-05-14","08:36:13","Queensland","Australia","-16.9199636","145.7723509","165","23.578","77.08566","100","0","health"
"282","2025-05-14","08:30:27","Queensland","Australia","-16.921661260044786","145.77548203874494","165","23.328","74.44509","99","0","grocery_or_supermarket"
"286","2025-07-15","05:19:16","Callao Region","Peru","-12.030212","-77.118356","37","24.02","98.21233","100","0","transit_station"
"289","2025-07-22","23:54:11","Antioquia","Colombia","6.209113981269143","-75.57080591017584","38","24.3635","95.59437","100","0","car_rental"
"290","2025-07-23","00:50:33","Antioquia","Colombia","6.209245","-75.572133","38","24.3635","95.59437","100","0","food"
"291","2025-04-14","03:12:53","Shizuoka","Japan","35.3067814","138.9654736","129","27.124498","48.4737","57","0","meal_takeaway"
"301","2025-01-08","08:20:28","Chang Wat Chiang Rai","Thailand","19.954018592541644","99.87939754333736","194","14.1975","77.129036","79","0.1","airport"
"302","2025-01-08","09:12:18","echiyngray","Thailand","19.954534","99.879879","194","14.1975","77.129036","79","0.1","cafe"
"311","2025-05-08","06:16:39",NULL,"Singapore","1.353432","103.99023","7","25.227001","67.90073","99","0","airport"
"317","2025-09-11","16:18:50","Provincia de Lima","Peru","-12.0499381","-77.0274878","419","24.043499","39.69013","19","0","tourist_attraction"
"322","2025-04-28","12:12:14",NULL,"Macao","22.142830168497756","113.56361310500608","66","27.814001","75.404594","38","0","restaurant"
"326","2025-02-10","01:56:33","Quang Binh","Vietnam","17.509654","106.588763","135","4.344","65.50413","0","0","parking"
"333","2025-05-16","23:16:42","New South Wales","Australia","-33.947305111750865","151.17840894688428","53","24.306","72.99986","84","0","airport"
"337","2025-03-19","01:20:32","California","United States","33.943365768543565","-118.40920297012448","334","24.666","61.279636","52","0","airport"
"338","2025-03-19","05:34:34","California","United States","33.9434814453125","-118.41081360580272","334","22.916","70.72072","81","0","meal_takeaway"
"340","2025-09-11","16:54:14","Provincia de Lima","Peru","-12.0503452","-77.0262577","419","22.5935","46.940067","0","0","restaurant"
"341","2025-03-29","00:46:32","Hiroshima","Japan","34.391711","132.452029","403","15.488","78.10032","0","0","sublocality"
"342","2025-03-29","01:15:59","Hiroshima","Japan","34.3915573","132.4530268","403","15.1380005","82.00838","0","0","sublocality_level_4"
"352","2025-05-12","05:01:03",NULL,"Singapore","1.354106903076172","103.9854877621579","434","15.016","94.35604","0","0","airport"
"355","2025-02-02","16:20:31","Delhi","India","28.5816650390625","77.23923735344337","0","3.6","63.663986","100","0","restaurant"
"356","2025-03-18","01:39:03","California","United States","33.6088033","-117.9280673","1004","16.434","78.242","1","0","parking"
"357","2025-03-18","02:05:38","California","United States","33.6080322265625","-117.92844713260112","1004","16.434","78.242","1","0","tourist_attraction"
"361","2025-07-23","18:39:00","Antioquia","Colombia","6.2092534","-75.5658477","38","27.4135","84.73079","100","0","bar"
"370","2024-12-28","08:13:23","Bangkok","Thailand","13.729133","100.513949","205","11.1154995","74.565605","100","0","transit_station"
"372","2025-02-09","08:54:48","Ho Chi Minh","Vietnam","10.7801513671875","106.69616966969392","135","8.594","45.586044","93","0","transit_station"
"378","2025-05-11","05:52:19",NULL,"Singapore","1.302708625793457","103.83458608302108","165","25.628","67.34793","100","0.1","bus_station"
"380","2025-05-12","14:40:23","Bali","Indonesia","-8.7445708","115.1668463","165","25.878","65.1265","99","0.1","airport"
"381","2025-02-05","07:45:34","Delhi","India","28.558395385742188","77.08089329767415","31","6.436","95.94502","26","0","bakery"
"382","2025-02-05","07:51:03","Delhi","India","28.558200616326307","77.08103649251882","31","6.436","95.94502","26","0","airport"
"384","2025-09-11","17:57:16","Provincia de Lima","Peru","-12.0499693","-77.0263085","419","24.043499","39.69013","19","0","parking"
"385","2025-09-11","18:16:23","Provincia de Lima","Peru","-12.0498568","-77.0260801","419","21.1435","52.143417","36","0","store"
"388","2025-06-25","01:53:28","Ciudad Autonoma de Buenos Aires","Argentina","-34.60953","-58.39611","39","29.382","68.50304","100","0","transit_station"
"405","2025-05-03","04:07:35","Selangor","Malaysia","2.741382","101.685293","8","27.820501","71.39704","89","0","airport"
"406","2025-05-03","04:34:20","Selangor","Malaysia","2.7402333516069226","101.68443526884688","8","27.820501","71.39704","89","0","airport"
"407","2025-05-09","00:37:12",NULL,"Singapore","1.306793","103.819451","7","25.427","66.88859","100","0","transit_station"
"408","2025-03-11","11:18:51",NULL,"Singapore","1.355525","103.985483","434","14.816","94.65401","0","0","shopping_mall"
"409","2025-05-13","00:16:00","Queensland","Australia","-16.91719780786655","145.76816352023732","165","24.628","69.71882","100","0","cafe"
"410","2025-05-13","00:24:49","Queensland","Australia","-16.916772798214435","145.7685029975713","165","24.628","69.71882","100","0","laundry"
"411","2025-05-23","09:46:44","New South Wales","Australia","-33.856302","151.201449","0","26.45","79.18296","94","0","tourist_attraction"
"413","2025-05-18","07:19:19","Victoria","Australia","-38.6658158","143.1046087","53","25.256","78.05388","100","0","transit_station"
"415","2025-08-27","09:33:22","Cuzco","Peru","-13.153605494668383","-72.5233795734718","1146","14.7875","69.151535","100","0","food"
"416","2025-03-28","21:00:45","Fukuoka","Japan","33.594818115234375","130.42124590263018","1004","21.234001","55.365856","87","0","sublocality"
"417","2024-11-25","00:55:46","Jeonbuk State","South Korea","35.81970940193362","127.15080672744044","205","13.815499","58.90736","100","0","restaurant"
"418","2024-11-23","06:11:39","Seoul","South Korea","37.5530284","126.9208557","205","14.6154995","54.596043","100","0.1","store"
"419","2025-05-02","15:47:07","Taoyuan City","Taiwan","25.080264","121.239225","8","27.3705","73.300995","100","0.1","airport"
"420","2025-05-02","16:19:12","Taoyuan City","Taiwan","25.08052532556552","121.23960361013678","8","27.3705","73.300995","100","0.1","airport"
"421","2025-04-28","12:27:17",NULL,"Macao","22.1927324996853","113.55451033923867","66","27.814001","75.404594","38","0","restaurant"
"447","2025-05-14","07:00:52","Queensland","Australia","-16.912841796875","145.7659456748311","165","23.727999","76.8691","100","0","convenience_store"
"452","2025-03-18","20:45:56","California","United States","34.06886546388488","-118.40722316005213","1004","17.934","72.09719","46","0","health"
"453","2025-03-18","20:42:46","California","United States","34.068745","-118.407225","1004","16.434","78.242","1","0","health"
"455","2025-09-03","08:45:01","Callao","Peru","-12.022698843595476","-77.1073655310653","46","35.8325","16.53189","15","0","lodging"
"456","2025-09-03","03:09:37","Callao","Peru","-12.02263638672665","-77.1073228327617","46","34.932503","16.442198","34","0","airport"
"457","2025-04-29","09:28:14","Taoyuan City","Taiwan","25.08157172709864","121.2384393203346","66","30.114","58.42833","100","0","airport"
"467","2024-12-28","08:17:58","Krung Thep Maha Nakhon","Thailand","13.72720550605016","100.51273875076636","205","16.3155","94.41093","100","0.2","transit_station"
"473","2025-01-10","08:02:57","Phuket","Thailand","8.107559204101562","98.306145020746","194","16.0975","61.721603","21","0.1","airport"
"475","2025-04-25","01:59:31","Shaanxi","China","34.44099695097252","108.75278025112064","129","20.6745","77.373634","22","0","airport"
"476","2025-04-25","01:57:06","Shaanxi","China","34.44101891469575","108.75417326670927","129","20.6745","77.373634","22","0","airport"
"482","2025-05-12","21:56:01","Queensland","Australia","-16.873375013580933","145.75571711105334","165","24.628","69.71882","100","0","airport"
"483","2025-05-12","22:35:52","Queensland","Australia","-16.873131493648337","145.75626449075966","165","24.628","69.71882","100","0","airport"
"484","2024-11-13","22:13:50","California","United States","37.8979341","-122.0580307","205","7.4655004","72.881676","0","0","meal_delivery"
"487","2025-03-20","06:32:18","Fukuoka","Japan","33.585294","130.445066","1004","19.284","66.91029","91","0","store"
"488","2025-03-22","01:18:57","Fukuoka","Japan","33.584823","130.443009","1004","19.284","66.91029","91","0","airport"
"489","2024-11-23","07:34:46","Seoul","South Korea","37.558052379315946","126.92895651912072","205","14.1655","54.289154","100","0","health"
"490","2025-05-02","09:46:19","Taipei City","Taiwan","25.048048629260883","121.5179055565528","66","29.964","58.39323","100","0","food"
"492","2025-05-01","06:14:27","Taipei City","Taiwan","25.04438781738281","121.56131866093968","66","23.814001","86.97448","64","0","store"
"503","2025-01-15","05:25:35","Surat Thani","Thailand","9.632705688476562","99.67156386360492","728","11.9825","65.801094","0","0","tourist_attraction"
"506","2025-02-02","13:06:59","Delhi","India","28.593546143387663","77.22084412000206","0","3.6","63.663986","100","0","tourist_attraction"
"507","2025-02-02","13:14:23","Delhi","India","28.590364","77.220366","0","3.6","63.663986","100","0","transit_station"
"510","2025-05-16","23:56:19","New South Wales","Australia","-33.93280029296875","151.17866215354542","53","25.406","70.95903","24","0","transit_station"
"513","2024-11-26","04:25:43","Jeonbuk State","South Korea","35.81496241867164","127.15253481954586","205","14.7655","55.973186","100","0","food"
"514","2025-03-20","00:48:29",NULL,NULL,"37.46878488823419","126.43770897387924","1004","19.284","66.91029","91","0","transit_station"
"521","2025-02-11","04:54:55","Quang Binh","Vietnam","17.544772","106.233803","135","0.644","88.70659","25","0","food"
"524","2025-01-07","02:32:09","Phayao","Thailand","19.4151611328125","100.37255383043808","194","11.6475","71.89725","100","0","tourist_attraction"
"529","2025-01-03","04:42:12","Chiang Mai","Thailand","18.552764892578125","98.47985330380098","194","7.8975","79.65402","41","0","place_of_worship"
"536","2025-05-12","05:06:17",NULL,"Singapore","1.3611764","103.9907143","7","25.227001","67.90073","99","0","airport"
"537","2025-04-23","08:55:10",NULL,"China","29.114501953125","110.47709639009936","129","21.474499","75.55818","20","0","lodging"
"543","2025-05-16","20:13:55","Queensland","Australia","-16.877410888671875","145.75343300278874","53","24.306","72.99986","84","0","airport"
"544","2025-05-16","19:14:14","Queensland","Australia","-16.877136340951033","145.75423535512985","53","24.306","72.99986","84","0","airport"
"545","2025-08-15","20:41:00","Pichincha","Ecuador","-0.1237678019143103","-78.36006702060547","62","33.146","37.20823","10","0","finance"
"570","2025-05-08","06:29:47",NULL,"Singapore","1.353708267211914","103.9884058462484","7","25.227001","67.90073","99","0","airport"
"582","2025-07-15","00:21:31","Callao","Peru","-12.0295193","-77.1163408","37","24.62","97.34084","100","0","transit_station"
"586","2025-05-02","10:08:00","Taipei City","Taiwan","25.049015409719203","121.51470017876385","66","30.114","58.42833","100","0","store"
"588","2025-04-28","09:26:46",NULL,"Macao","22.145948553316455","113.56547933402626","66","29.114","65.99969","94","0","transit_station"
"592","2025-02-12","09:18:50","Quang Binh","Vietnam","17.468771","106.61375","35","4.726","82.95159","0","0","transit_station"
"598","2025-05-08","03:04:45","Siem Reap Province","Cambodia","13.374685","104.221531","8","27.6705","72.68602","99","0","store"
"606","2025-05-08","10:36:13",NULL,"Singapore","1.281438","103.849546","7","25.427","66.88859","100","0","transit_station"
"607","2025-05-09","10:49:41",NULL,"Singapore","1.2824134826660156","103.86886143412256","165","24.477999","66.905396","100","0","food"
"609","2025-01-30","12:12:57","Rajasthan","India","26.92109106643749","75.79550248304946","0","7.15","50.50121","100","0","transit_station"
"614","2025-05-17","00:20:44","New South Wales","Australia","-33.928466796875","151.18691383333334","53","25.406","70.95903","24","0","car_rental"
"616","2025-08-30","00:58:55","Cuzco","Peru","-13.5189263","-71.9786646","1146","15.1875","73.52661","98","0","hair_care"
"617","2025-09-02","15:48:35","Puno","Peru","-15.84129952359011","-70.02649153157857","46","31.4825","28.575787","0","0","food"
"618","2025-08-31","12:16:51","Puno","Peru","-15.84124931310822","-70.02650334993245","46","31.4825","28.575787","0","0","restaurant"
"629","2025-03-11","04:36:30","Ho Chi Minh","Vietnam","10.817811046919736","106.6653737000913","434","15.016","94.35604","0","0","food"
"634","2025-01-08","14:53:03","Chang Wat Phuket","Thailand","8.109649658203125","98.3058385700359","194","16.0975","67.58349","33","0","beauty_salon"
"635","2025-05-12","07:11:35",NULL,"Singapore","1.3386144638061523","103.98343897134748","165","26.178","64.18081","88","0","tourist_attraction"
"636","2025-05-12","07:09:35",NULL,"Singapore","1.3386896656394525","103.98456223033938","165","26.178","64.18081","88","0","tourist_attraction"
"637","2025-03-11","08:36:15",NULL,"Singapore","1.357163429260254","103.98639020848192","334","16.916","90.0092","74","0","tourist_attraction"
"642","2025-02-01","07:53:56","Uttar Pradesh","India","27.17588806152344","78.02174737782242","0","4.6","65.56212","9","0","tourist_attraction"
"646","2025-05-24","22:14:05","New South Wales","Australia","-33.9374280492166","151.16674770835974","0","26.5","78.71044","100","0","airport"
"649","2025-08-11","15:43:58","Islas Galapagos","Ecuador","-0.9569259693509744","-90.9672479101336","62","21.046","66.19676","19","0","food"
"650","2025-08-11","16:45:36","Islas Galapagos","Ecuador","-0.9569195604351493","-90.96725352062404","7","25.2635","61.609657","1","0","food"
"654","2025-07-07","15:57:51","Jujuy","Argentina","-23.6206071856324","-65.40680868968771","37","31.320002","54.055958","100","0","store"
"655","2025-07-07","17:19:06","Jujuy","Argentina","-23.62063535620317","-65.40680580268692","37","31.320002","54.055958","100","0","restaurant"
"657","2025-07-14","12:29:45","Mendoza","Argentina","-32.8276896870352","-68.79867383972865","37","25.12","93.63222","100","0.3","airport"
"659","2024-11-23","22:45:24","Seoul","South Korea","37.55058274312869","126.96980230316856","205","15.065499","53.40496","100","0","food"
"661","2024-11-23","07:26:21","Seoul","South Korea","37.556218885224695","126.92507244926928","205","14.2655","54.504513","100","0","restaurant"
"662","2025-04-28","12:13:24",NULL,"Macao","22.146322100039946","113.5635892026224","66","27.814001","75.404594","38","0","transit_station"
"674","2025-05-08","01:27:43","Siem Reap Province","Cambodia","13.37674265364619","104.22034699188164","8","27.6705","72.68602","99","0","airport"
"675","2025-05-08","02:18:09","Siem Reap Province","Cambodia","13.37549078010414","104.21990912327522","7","25.177","68.31604","94","0","bar"
"677","2024-12-29","05:00:15","Krung Thep Maha Nakhon","Thailand","13.759100960915084","100.49287871285355","174","10.967","76.09069","100","0","museum"
"680","2025-01-18","08:56:58","Selangor","Malaysia","2.7537456374044127","101.70838853136895","44","17.008","48.643757","27","0","airport"
"681","2025-01-18","08:50:20","Selangor","Malaysia","2.755314","101.712001","44","14.458","70.2602","74","0","airport"
"683","2025-04-23","08:09:04",NULL,"China","29.114897703835545","110.47914626217356","129","21.474499","75.55818","20","0","gym"
"689","2025-05-23","10:51:12","New South Wales","Australia","-33.860616","151.210122","0","26.45","79.18296","94","0","transit_station"
"691","2025-03-14","21:23:42","California","United States","33.8692089","-117.8717202","334","26.316","51.79523","100","0","store"
"692","2025-03-14","21:55:51","California","United States","33.869182","-117.871823","334","26.316","51.79523","100","0","store"
"695","2025-08-29","02:43:58","Cuzco","Peru","-13.516542","-71.983006","62","29.845999","52.043446","21","0","store"
"696","2025-08-23","20:48:33","Cuzco","Peru","-13.516066","-71.9823","62","28.246","63.24335","39","0","lodging"
"699","2025-07-02","02:16:33","Salta","Argentina","-24.77907138106283","-65.41143271269404","39","25.532","86.60506","78","0","night_club"
"701","2025-06-28","17:48:08","Ciudad Autonoma de Buenos Aires","Argentina","-34.588685","-58.433315","39","31.432","53.917732","99","0","transit_station"
"702","2025-03-28","09:33:12","Fukuoka","Japan","33.587443","130.385268","403","15.538","84.513245","0","0","sublocality"
"703","2025-03-28","05:18:59","Fukuoka","Japan","33.586884","130.381758","1004","21.234001","55.365856","87","0","political"
"704","2025-04-27","23:06:29","Kowloon","Hong Kong","22.319014","114.1694","128","26.918","77.58454","100","0","transit_station"
"710","2025-03-10","07:56:55","Lao Cai","Vietnam","22.359939575195312","104.08558385176444","311","22.5625","72.69489","4","0","transit_station"
"713","2025-01-08","13:12:38","Krung Thep Maha Nakhon","Thailand","13.9147626","100.6011858","194","15.2975","72.81472","64","0.1","airport"
"714","2025-01-08","13:16:16","Bangkok","Thailand","13.914161682128906","100.6013715692092","194","16.0975","67.58349","33","0","airport"
"716","2025-01-10","15:46:46","Chang Wat Surat Thani","Thailand","9.55096435546875","100.06493425694224","728","8.4825","79.73881","0","0","airport"
"718","2025-01-18","04:51:13","Chang Wat Krabi","Thailand","8.098106384277344","98.98052032837012","44","7.158","100","100","0","car_rental"
"719","2025-01-21","07:08:09","Wilayah Persekutuan Kuala Lumpur","Malaysia","3.133650511604563","101.68793767621388","308","12.5405","83.33527","25","0","health"
